"","type1","name1","type2","name2"
"19020","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19021","LTR","IAPEz-int","protein_coding","Sox6"
"19022","protein_coding","Bmpr2","protein_coding","H2-M10.6"
"19023","LTR","IAPEz-int","LTR","IAPEz-int"
"19024","protein_coding","Tmem132c","protein_coding","Sacm1l"
"19025","protein_coding","Sacm1l","lincRNA","Gm16736"
"19026","LTR","IAPLTR2a","protein_coding","Ssbp4"
"19027","LTR","IAPEz-int","protein_coding","Thap4"
"19028","protein_coding","Ano4","protein_coding","Gfpt1"
"19029","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19030","LTR","MTEa","protein_coding","Celf2"
"19031","protein_coding","Sik3","LINE","L1MD1"
"19032","Simple_repeat","(TTTG)n","protein_coding","Myo3b"
"19033","LTR","IAPEz-int","SINE","B4A"
"19034","LTR","IAPEz-int","protein_coding","Reln"
"19035","LTR","IAPEz-int","LTR","IAPEz-int"
"19036","protein_coding","Mpdz","protein_coding","Sh3rf3"
"19037","protein_coding","Fam172a","SINE","B2_Mm1t"
"19038","LTR","IAPEz-int","protein_coding","Glis1"
"19039","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19040","protein_coding","1200011I18Rik","LTR","IAPEz-int"
"19041","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19042","protein_coding","Wwox","LTR","IAPEz-int"
"19043","LINE","L1_Mus1","LTR","IAPEz-int"
"19044","protein_coding","Sacm1l","protein_coding","Mbnl3"
"19045","LTR","IAPEz-int","LTR","IAPEz-int"
"19046","LINE","L1_Mus4","protein_coding","Exoc4"
"19047","SINE","B1_Mus2","LTR","IAPEz-int"
"19048","protein_coding","Gpr182","LTR","IAPEz-int"
"19049","protein_coding","Smarcc1","protein_coding","Cask"
"19050","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"19051","LTR","IAPEz-int","LTR","IAPEz-int"
"19052","LINE","L1_Mus2","protein_coding","Gabrg3"
"19053","protein_coding","Kcnd2","protein_coding","Car2"
"19054","protein_coding","Zfyve1","LTR","MTD"
"19055","LTR","IAPEz-int","LINE","L1Md_A"
"19056","LTR","IAPEz-int","LTR","IAPEz-int"
"19057","lincRNA","4930593A02Rik","LINE","L1Md_A"
"19058","protein_coding","Rptor","LTR","IAPEz-int"
"19059","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Ube3b"
"19060","protein_coding","Ccnb2","protein_coding","Fnta"
"19061","LTR","IAPEz-int","protein_coding","Bcas3"
"19062","LTR","IAPLTR2a","protein_coding","Zfp398"
"19063","SINE","B3","protein_coding","Slc41a1"
"19064","LTR","IAPEz-int","LTR","IAPEz-int"
"19065","protein_coding","Trappc9","LTR","IAPEz-int"
"19066","LTR","IAPEz-int","LTR","IAPEz-int"
"19067","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19068","protein_coding","Zc3h7a","protein_coding","Sacm1l"
"19069","LTR","IAP-d-int","protein_coding","Trpm6"
"19070","LTR","IAPEz-int","LTR","IAPEz-int"
"19071","LTR","MTE-int","protein_coding","Hspa9"
"19072","LINE","L1Md_T","protein_coding","Cuedc1"
"19073","protein_coding","Nrxn2","protein_coding","Aff3"
"19074","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19075","protein_coding","Syne1","pseudogene","Gm15710"
"19076","LINE","L1Md_T","protein_coding","Mdga2"
"19077","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19078","LTR","MTEb","protein_coding","Dclk3"
"19079","LTR","IAPEz-int","LTR","IAPEz-int"
"19080","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19081","LTR","IAPEz-int","protein_coding","Pou6f1"
"19082","protein_coding","Sacm1l","protein_coding","Ttc8"
"19083","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Kcnd2"
"19084","protein_coding","Lrrc4c","protein_coding","Btbd9"
"19085","protein_coding","Spnb3","protein_coding","Lmbr1l"
"19086","LINE","Lx","protein_coding","1700125H20Rik"
"19087","LTR","IAPEz-int","LTR","IAPEz-int"
"19088","SINE","B3A","protein_coding","Snx9"
"19089","protein_coding","Ap2m1","protein_coding","Psd3"
"19090","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Ube3b"
"19091","LINE","L1Md_F","protein_coding","Cdh18"
"19092","LTR","IAPEz-int","protein_coding","Macrod2"
"19093","LTR","IAPEz-int","LTR","IAPEz-int"
"19094","LTR","IAPLTR2a","LINE","Lx"
"19095","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19096","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19097","LTR","RMER17C","protein_coding","Pcdh19"
"19098","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Rdh5"
"19099","protein_coding","Cntnap2","protein_coding","C230081A13Rik"
"19100","LINE","Lx9","protein_coding","Gm1973"
"19101","LINE","Lx6","protein_coding","Nsun6"
"19102","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19103","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19104","protein_coding","Foxn1","protein_coding","Ptprs"
"19105","protein_coding","Fgf14","protein_coding","Pex5l"
"19106","protein_coding","Col4a6","protein_coding","Ap1s3"
"19107","protein_coding","Kcnd2","LTR","IAPEz-int"
"19108","protein_coding","Dlgap1","protein_coding","Sacm1l"
"19109","LTR","IAPEz-int","LTR","IAPEz-int"
"19110","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19111","LTR","IAPEz-int","LTR","IAPEz-int"
"19112","LTR","IAPEz-int","protein_coding","Epha4"
"19113","protein_coding","Sacm1l","SINE","B1_Mm"
"19114","LTR","IAPEz-int","LTR","IAPEz-int"
"19115","protein_coding","Pld5","LTR","IAPEz-int"
"19116","LINE","L1Md_T","protein_coding","Prune"
"19117","LTR","IAPEz-int","LTR","MT2B"
"19118","protein_coding","Fam125b","protein_coding","Atxn10"
"19119","protein_coding","Itga9","rRNA_repeat","LSU-rRNA_Hsa"
"19120","LTR","IAPEz-int","LTR","IAPEz-int"
"19121","protein_coding","Lrrc58","protein_coding","Foxk1"
"19122","protein_coding","Cdh23","protein_coding","1110004E09Rik"
"19123","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19124","protein_coding","Btbd9","LTR","MLT1J"
"19125","LINE","L1M3","antisense","1700003G13Rik"
"19126","protein_coding","Tbc1d9","protein_coding","Btrc"
"19127","LTR","IAPEz-int","protein_coding","Ces1h"
"19128","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19129","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19130","protein_coding","Dock3","protein_coding","Trpm3"
"19131","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19132","protein_coding","Omt2b","LTR","IAPEz-int"
"19133","protein_coding","Map3k1","LINE","Lx2B"
"19134","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"19135","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19136","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19137","protein_coding","Itga9","LINE","L1_Mur3"
"19138","LTR","IAPEz-int","LTR","IAPEz-int"
"19139","protein_coding","Lrrc37a","protein_coding","Rcan2"
"19140","SINE","PB1D9","protein_coding","B230208H17Rik"
"19141","LTR","IAPEz-int","LTR","IAPEz-int"
"19142","protein_coding","Slc24a4","LINE","L1Md_T"
"19143","LTR","IAPEz-int","SINE","B4"
"19144","LTR","IAPEz-int","protein_coding","Lphn3"
"19145","SINE","MIR3","LINE","L1Md_F2"
"19146","LTR","IAPEz-int","LTR","IAPEz-int"
"19147","LINE","Lx9","LTR","MTE2b"
"19148","protein_coding","Pcdh9","protein_coding","Epha3"
"19149","LINE","L1Md_A","protein_coding","Clns1a"
"19150","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19151","LINE","L1_Mus3","protein_coding","Wwc1"
"19152","protein_coding","Fam155a","protein_coding","Accn1"
"19153","protein_coding","Whrn","protein_coding","Magi2"
"19154","SINE","B3","protein_coding","Fmn2"
"19155","LTR","IAPEz-int","LTR","IAPEz-int"
"19156","protein_coding","Ahcyl2","protein_coding","Sacm1l"
"19157","LTR","IAPEz-int","LTR","IAPEz-int"
"19158","protein_coding","Gm11158","protein_coding","Usp43"
"19159","LINE","L1VL4","protein_coding","Sacm1l"
"19160","protein_coding","Sema3a","LINE","L1Md_F"
"19161","protein_coding","Sacm1l","SINE","B1_Mm"
"19162","protein_coding","Ndufaf2","protein_coding","Cdkl4"
"19163","protein_coding","Lrp10","protein_coding","Adcy9"
"19164","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19165","LTR","IAPEz-int","LTR","IAPEz-int"
"19166","protein_coding","Grm1","protein_coding","Gm1973"
"19167","protein_coding","Sacm1l","protein_coding","Sox6"
"19168","protein_coding","Cadm2","protein_coding","2010321M09Rik"
"19169","LTR","ORR1A0-int","protein_coding","Rasa3"
"19170","LTR","IAPEz-int","protein_coding","Ypel2"
"19171","LTR","IAPLTR2a","protein_coding","Phactr1"
"19172","protein_coding","Fut8","protein_coding","Sacm1l"
"19173","LTR","IAPEz-int","LTR","IAPEz-int"
"19174","LINE","Lx2B","rRNA_repeat","LSU-rRNA_Hsa"
"19175","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19176","protein_coding","Ctnnd2","LTR","IAPEz-int"
"19177","protein_coding","App","LTR","RLTR20D"
"19178","protein_coding","Snap91","protein_coding","Rsph10b2"
"19179","LTR","IAPEz-int","LTR","IAPEz-int"
"19180","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19181","protein_coding","Txn2","protein_coding","Mdm4"
"19182","LTR","IAPEz-int","protein_coding","Lhx8"
"19183","LTR","IAPEz-int","protein_coding","Gpx3"
"19184","protein_coding","Dcc","protein_coding","Npas2"
"19185","LINE","L1_Mus1","LTR","IAPEz-int"
"19186","LTR","IAPEz-int","LTR","IAPEz-int"
"19187","LINE","Lx3A","protein_coding","Macf1"
"19188","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"19189","LTR","IAPEz-int","LTR","IAPEz-int"
"19190","lincRNA","Gm17536","protein_coding","Auts2"
"19191","LTR","IAPEz-int","protein_coding","Sacm1l"
"19192","protein_coding","Sirt1","protein_coding","4930526D03Rik"
"19193","lincRNA","Gm17682","protein_coding","Pitpnc1"
"19194","SINE","B3","protein_coding","Sgcd"
"19195","protein_coding","Fut8","protein_coding","Sacm1l"
"19196","LTR","IAPEz-int","protein_coding","Klc2"
"19197","protein_coding","Nkain2","protein_coding","Egfem1"
"19198","LTR","IAPEz-int","LTR","IAPEz-int"
"19199","protein_coding","Fut8","protein_coding","Sacm1l"
"19200","protein_coding","Lzts1","LINE","L1MC5"
"19201","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19202","LTR","IAPEz-int","LTR","IAPEz-int"
"19203","LTR","IAPEz-int","LTR","IAPEz-int"
"19204","LTR","IAPEz-int","LTR","IAPEz-int"
"19205","protein_coding","Col4a6","protein_coding","Ap1s3"
"19206","LTR","IAPEz-int","LTR","IAPEz-int"
"19207","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19208","protein_coding","Nell1","protein_coding","Vamp5"
"19209","protein_coding","Zc3h7a","protein_coding","Sacm1l"
"19210","protein_coding","Filip1l","protein_coding","Ctnna3"
"19211","protein_coding","Eif4enif1","pseudogene","Pisd-ps2"
"19212","protein_coding","Cntnap2","protein_coding","1700025F22Rik"
"19213","SINE","B3A","protein_coding","Edc3"
"19214","LINE","L1Md_F2","protein_coding","Kcnip4"
"19215","protein_coding","Prss27","LINE","Lx4A"
"19216","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19217","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19218","LTR","IAPEz-int","LTR","IAPEz-int"
"19219","LTR","IAPEz-int","protein_coding","Cntnap2"
"19220","SINE","B1_Mus1","LINE","Lx2"
"19221","protein_coding","Sacm1l","LTR","IAPEz-int"
"19222","protein_coding","Hspa12a","protein_coding","Igf1r"
"19223","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19224","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19225","LTR","IAPEz-int","LTR","IAPEz-int"
"19226","protein_coding","Slco4a1","LTR","RLTR13C1"
"19227","LTR","IAPLTR2a","LTR","IAPEz-int"
"19228","LTR","IAPEz-int","LTR","IAPEz-int"
"19229","protein_coding","Klhl12","rRNA_repeat","LSU-rRNA_Hsa"
"19230","LTR","IAPEz-int","LTR","IAPEz-int"
"19231","LINE","L1_Mur3","protein_coding","Plag1"
"19232","protein_coding","Fmn2","LTR","IAPEz-int"
"19233","protein_coding","Kirrel3","LTR","IAPEz-int"
"19234","LTR","IAPEz-int","LTR","IAPEz-int"
"19235","protein_coding","C230081A13Rik","protein_coding","Dlgap1"
"19236","protein_coding","Tmem132c","SINE","B2_Mm2"
"19237","SINE","B3","protein_coding","Zfp61"
"19238","LTR","IAPEz-int","LTR","IAPEz-int"
"19239","LTR","IAPEz-int","protein_coding","Rdh9"
"19240","LTR","IAPEz-int","protein_coding","Acsm1"
"19241","LTR","IAPEz-int","LTR","IAPEz-int"
"19242","lincRNA","Gm16703","protein_coding","Cd44"
"19243","LTR","IAPEz-int","Low_complexity","GA-rich"
"19244","protein_coding","Prrc1","protein_coding","E130309F12Rik"
"19245","LTR","IAPEY3-int","protein_coding","Sec22b"
"19246","LTR","RLTRETN_Mm","LTR","MTD"
"19247","protein_coding","Eif3a","protein_coding","Auts2"
"19248","LTR","IAPLTR2a","protein_coding","Rbfox1"
"19249","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19250","protein_coding","Tcf12","SINE","B3A"
"19251","protein_coding","Pdcd7","protein_coding","Adcy5"
"19252","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19253","protein_coding","Dopey2","protein_coding","Pde3b"
"19254","DNA","RCHARR1","LTR","IAPEz-int"
"19255","protein_coding","Gm10645","LTR","MTC"
"19256","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19257","protein_coding","Ccnb2","protein_coding","Fnta"
"19258","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19259","protein_coding","Jarid2","protein_coding","Hs3st4"
"19260","protein_coding","Arfgap3","rRNA_repeat","LSU-rRNA_Hsa"
"19261","protein_coding","Pex14","protein_coding","Car10"
"19262","LTR","IAPEY3-int","protein_coding","Odz3"
"19263","LTR","IAPEz-int","pseudogene","Gm3828"
"19264","protein_coding","Xkr4","SINE","B3A"
"19265","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"19266","protein_coding","Pafah2","protein_coding","Adarb2"
"19267","protein_coding","Ydjc","protein_coding","Ptchd1"
"19268","LTR","IAPEz-int","LINE","L1_Mus1"
"19269","protein_coding","Smc6","lincRNA","Malat1"
"19270","LTR","IAPEz-int","protein_coding","Opcml"
"19271","protein_coding","Rdh9","protein_coding","Tulp4"
"19272","LTR","IAPEz-int","protein_coding","Csmd2"
"19273","protein_coding","Sacm1l","protein_coding","Gfod1"
"19274","protein_coding","6030498E09Rik","SINE","PB1D9"
"19275","protein_coding","Traf3ip1","LINE","L1VL2"
"19276","pseudogene","Gm11260","protein_coding","Hhipl1"
"19277","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"19278","LTR","IAPEz-int","LTR","IAPEz-int"
"19279","protein_coding","Yipf5","LTR","MurERV4_19-int"
"19280","protein_coding","Msra","protein_coding","Jarid2"
"19281","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"19282","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19283","Simple_repeat","(T)n","LTR","IAPEz-int"
"19284","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19285","protein_coding","Fam23a","LTR","IAPEz-int"
"19286","Other","RMER1B","LTR","IAPEz-int"
"19287","LINE","Lx6","protein_coding","Notch4"
"19288","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19289","protein_coding","Arfgap3","LTR","IAPEz-int"
"19290","LTR","IAPEz-int","protein_coding","Sik3"
"19291","protein_coding","Grid2ip","protein_coding","Mef2c"
"19292","protein_coding","Thrb","LTR","MTEa"
"19293","protein_coding","Ehbp1","LTR","IAPEz-int"
"19294","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19295","protein_coding","Pdzd9","LINE","L1Md_A"
"19296","LTR","IAPEz-int","LINE","L1Md_F"
"19297","LTR","IAPEz-int","LTR","IAPEz-int"
"19298","protein_coding","Sacm1l","protein_coding","Lpin1"
"19299","protein_coding","Nfxl1","protein_coding","Spocd1"
"19300","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19301","protein_coding","Fut8","protein_coding","Sacm1l"
"19302","LTR","IAPEz-int","LTR","IAPEz-int"
"19303","protein_coding","Jarid2","protein_coding","Filip1l"
"19304","protein_coding","Dennd1a","protein_coding","Epb4.1l5"
"19305","protein_coding","Nebl","protein_coding","Bai3"
"19306","protein_coding","Fut8","protein_coding","Sacm1l"
"19307","LINE","Lx9","protein_coding","1300010F03Rik"
"19308","LTR","IAPEz-int","protein_coding","Ppp2r2b"
"19309","LTR","IAPLTR2_Mm","LINE","L1_Mus1"
"19310","protein_coding","Prkce","protein_coding","Onecut2"
"19311","SINE","B1_Mm","protein_coding","Sacm1l"
"19312","protein_coding","Klrd1","LTR","MMERVK10C-int"
"19313","protein_coding","Iws1","protein_coding","Csnk1g1"
"19314","LTR","IAPEz-int","LTR","IAPEz-int"
"19315","protein_coding","Rbfox1","protein_coding","Inadl"
"19316","protein_coding","Kcnip4","lincRNA","Gm12680"
"19317","protein_coding","Trpc6","rRNA_repeat","LSU-rRNA_Hsa"
"19318","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19319","protein_coding","Negr1","protein_coding","Ganab"
"19320","protein_coding","Npas3","LTR","IAPEz-int"
"19321","LINE","HAL1","protein_coding","Nedd4l"
"19322","protein_coding","Grlf1","LTR","RMER13A"
"19323","protein_coding","Col4a6","protein_coding","Ap1s3"
"19324","protein_coding","Nwd1","protein_coding","Xkr6"
"19325","protein_coding","Fut8","protein_coding","Sacm1l"
"19326","protein_coding","Dnahc2","protein_coding","Gal3st3"
"19327","LTR","IAPLTR2a","protein_coding","Slc6a7"
"19328","protein_coding","Aldh2","protein_coding","Cbx7"
"19329","LTR","IAPEz-int","SINE","B4A"
"19330","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"19331","LTR","IAPEz-int","protein_coding","Set"
"19332","LTR","IAPEz-int","LTR","IAPEz-int"
"19333","LINE","Lx8","protein_coding","Fam190a"
"19334","LTR","IAPEz-int","LTR","IAPEz-int"
"19335","LINE","Lx4A","protein_coding","Camta1"
"19336","LINE","L1_Mus3","protein_coding","Astn2"
"19337","LTR","IAPEz-int","SINE","RSINE1"
"19338","LTR","IAPEz-int","LTR","IAPEz-int"
"19339","protein_coding","Rora","protein_coding","Sox6"
"19340","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19341","LTR","IAPEz-int","protein_coding","Msra"
"19342","protein_coding","Eln","LINE","Lx3C"
"19343","SINE","RSINE1","protein_coding","Astn2"
"19344","LTR","IAPEz-int","LTR","IAPEz-int"
"19345","LTR","IAPEz-int","protein_coding","Ap2b1"
"19346","Simple_repeat","(TC)n","LTR","IAPEY3-int"
"19347","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19348","LTR","IAPEz-int","LTR","IAPEz-int"
"19349","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19350","LTR","IAPEY3-int","protein_coding","Pde4dip"
"19351","LTR","IAPEz-int","LINE","L1_Mus3"
"19352","protein_coding","Fam196b","protein_coding","Spata21"
"19353","LTR","MT2A","protein_coding","Btrc"
"19354","LTR","IAPEz-int","LTR","IAPEz-int"
"19355","protein_coding","Vit","protein_coding","Ttc18"
"19356","protein_coding","Zfp398","SINE","RSINE1"
"19357","LTR","IAPEz-int","LTR","IAPEz-int"
"19358","protein_coding","Fut8","protein_coding","Sacm1l"
"19359","protein_coding","Fgf10","protein_coding","Dscam"
"19360","protein_coding","Ehmt1","LINE","L1Md_F3"
"19361","protein_coding","Ncoa6","protein_coding","Sema5a"
"19362","LTR","RLTR14-int","LTR","RMER15-int"
"19363","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"19364","protein_coding","Rad51l1","rRNA_repeat","LSU-rRNA_Hsa"
"19365","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19366","pseudogene","Gm15710","protein_coding","Camk1d"
"19367","LINE","L1Md_T","protein_coding","Sacm1l"
"19368","LINE","Lx3_Mus","protein_coding","Ppp6r3"
"19369","LTR","IAPEz-int","protein_coding","Ppwd1"
"19370","protein_coding","Fkbp5","rRNA_repeat","LSU-rRNA_Hsa"
"19371","LTR","MTE2a","protein_coding","Btbd11"
"19372","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19373","LTR","IAPEz-int","LTR","IAPEz-int"
"19374","LTR","IAPEz-int","LTR","IAPEz-int"
"19375","protein_coding","Rnf150","protein_coding","Cdk14"
"19376","protein_coding","Smcr7l","protein_coding","Cask"
"19377","protein_coding","Map4k5","protein_coding","Gm8257"
"19378","protein_coding","Cacna2d3","LTR","IAPEz-int"
"19379","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19380","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19381","LTR","IAPEz-int","LTR","IAPEz-int"
"19382","LTR","IAPEz-int","LTR","IAPEz-int"
"19383","LTR","IAPLTR2a","protein_coding","Zfp398"
"19384","LINE","Lx7","protein_coding","Ptpra"
"19385","LTR","IAPEz-int","LTR","IAPEz-int"
"19386","LTR","ORR1D2-int","protein_coding","Ddx39b"
"19387","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19388","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19389","protein_coding","Egfr","LTR","MTD"
"19390","protein_coding","Zc3h7a","protein_coding","Il1rapl1"
"19391","LTR","IAPEz-int","LTR","IAPEz-int"
"19392","protein_coding","Fam135b","protein_coding","Dis3l"
"19393","protein_coding","App","protein_coding","Atrip"
"19394","protein_coding","Zfp385a","protein_coding","2210009G21Rik"
"19395","protein_coding","Shisa9","protein_coding","1810026J23Rik"
"19396","LTR","IAPEz-int","LTR","IAPEz-int"
"19397","protein_coding","Astn2","protein_coding","Zfp111"
"19398","LTR","IAPLTR2a","LTR","IAPEz-int"
"19399","protein_coding","Zcchc17","protein_coding","Mbd5"
"19400","protein_coding","Sacm1l","protein_coding","Fhod3"
"19401","LTR","IAPEz-int","LTR","IAPEz-int"
"19402","protein_coding","Mdga2","protein_coding","Nlgn1"
"19403","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19404","LTR","MLT1E2","SINE","B2_Mm1t"
"19405","protein_coding","Trio","protein_coding","Arhgap30"
"19406","pseudogene","Cyp2c53-ps","protein_coding","Ctnna2"
"19407","LINE","Lx6","protein_coding","Poc5"
"19408","protein_coding","Rabep1","protein_coding","Il1rapl1"
"19409","protein_coding","Fut8","protein_coding","Sacm1l"
"19410","LTR","MMERVK10C-int","protein_coding","Olfm2"
"19411","protein_coding","Zfp398","protein_coding","Klf6"
"19412","protein_coding","Plcb1","protein_coding","Sipa1l3"
"19413","LINE","L1Md_F2","protein_coding","Sacm1l"
"19414","protein_coding","Ccdc85a","LTR","RLTR25B"
"19415","LTR","IAPEz-int","protein_coding","Crtam"
"19416","LTR","IAPEz-int","LTR","IAPEz-int"
"19417","LTR","LTR85c","protein_coding","Ptprm"
"19418","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19419","protein_coding","Fgfr2","LTR","MTC"
"19420","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19421","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19422","protein_coding","Mkl1","LINE","Lx7"
"19423","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19424","LINE","L1VL4","protein_coding","Auts2"
"19425","protein_coding","Itga9","LTR","IAPEz-int"
"19426","LTR","IAPEz-int","LTR","RLTR19A"
"19427","LTR","IAPEz-int","LTR","IAPEz-int"
"19428","protein_coding","Wbp4","protein_coding","Lrrc1"
"19429","LTR","IAPEz-int","protein_coding","Lsamp"
"19430","LTR","IAPEz-int","LTR","IAPEz-int"
"19431","protein_coding","Otud3","LTR","IAPEz-int"
"19432","protein_coding","Zdhhc14","LINE","Lx2B"
"19433","LTR","RMER21B","protein_coding","Cadm2"
"19434","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19435","protein_coding","Nrxn1","protein_coding","3200002M19Rik"
"19436","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19437","LINE","L1M2","protein_coding","1700081L11Rik"
"19438","lincRNA","Gm17336","protein_coding","Sacm1l"
"19439","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Gria1"
"19440","protein_coding","Zc3h7a","LTR","IAPEz-int"
"19441","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19442","Simple_repeat","(TTTG)n","protein_coding","Sacm1l"
"19443","SINE","MIRc","rRNA_repeat","LSU-rRNA_Hsa"
"19444","LTR","IAPEz-int","LTR","IAPEz-int"
"19445","protein_coding","Fut8","protein_coding","Sacm1l"
"19446","protein_coding","Pgam5","protein_coding","Pcdh9"
"19447","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19448","SINE","B1_Mus2","LINE","L1_Mm"
"19449","protein_coding","Usp18","protein_coding","Thsd4"
"19450","LTR","MTE2b","LTR","MT2C_Mm"
"19451","protein_coding","Sppl3","LTR","IAPEz-int"
"19452","protein_coding","4430402I18Rik","LINE","L1Md_T"
"19453","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19454","protein_coding","Sdf2","protein_coding-noncoding","Eif4a2"
"19455","LTR","IAPEz-int","protein_coding","Olfr78"
"19456","LTR","IAPEz-int","protein_coding","Arid4b"
"19457","protein_coding","Cyp51","protein_coding","Ror2"
"19458","protein_coding","Ubxn11","protein_coding","Nlgn1"
"19459","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19460","LTR","IAPEz-int","LTR","IAPEz-int"
"19461","protein_coding","Aldh1l2","LTR","IAPEz-int"
"19462","protein_coding","Ptprn","rRNA_repeat","LSU-rRNA_Hsa"
"19463","protein_coding","Sacm1l","protein_coding","Itgbl1"
"19464","protein_coding","Kpna4","LTR","IAPEz-int"
"19465","protein_coding","Msra","protein_coding","Sphkap"
"19466","protein_coding","1300017J02Rik","miRNA","mmu-miR-466i-5p"
"19467","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19468","LTR","MLT1E","protein_coding","Zfp398"
"19469","protein_coding","Dok6","protein_coding","Clns1a"
"19470","protein_coding","Foxj3","protein_coding","A930003A15Rik"
"19471","protein_coding","Sacm1l","LINE","L1ME3A"
"19472","LTR","IAPEz-int","protein_coding","Rbm44"
"19473","LTR","IAPEz-int","LTR","IAPEz-int"
